_id,mid,general_description,city,country,start_date,end_date,mstatus,tid,agents[0],agents[1],agents[2],agents[3],agents[4],agents[5],agents[6],agents[7],agents[8],agents[9],agents[10],agents[11],agents[12],agents[13],assets[0],assets[1],assets[2],assets[3],assets[4],assets[5],assets[6],assets[7],assets[8],assets[9],assets[10],assets[11],assets[12],assets[13],assets[14],assets[15],assets[16],assets[17],assets[18],assets[19],assets[20],assets[21],assets[22],assets[23],assets[24]
6618a762216a4bb1719b5b09,3289,488 959 8343,Montargis,FR,2020-7-22,2025-9-27,under review,3289,584,1707,5395,2601,314,,,,,,,,,,8368,5408,4660,4902,1178,4963,8695,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b0a,3290,472 510 6918,Whitehorse,CA,2019-8-24,2027-4-26,infiltration,3290,2601,8810,,,,,,,,,,,,,2036,7210,764,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b0b,3292,477 748 1288,Sampao,PH,2014-3-15,2028-11-23,delayed,3292,1078,3942,8485,,,,,,,,,,,,9429,2520,747,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b0c,3293,737 528 0720,Fullerton,US,2005-8-13,2026-2-24,active,3293,5126,4153,2379,7105,9436,1144,,,,,,,,,2442,6925,1758,8440,3695,8419,7952,2711,5868,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b0d,3294,794 698 4119,Ramon Magsaysay,PH,2013-3-31,2029-11-24,surveillance,3294,4832,,,,,,,,,,,,,,7390,4867,,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b0e,3295,865 107 3666,Fullerton,US,2008-4-18,2028-5-29,undercover surveillance,3295,7698,9453,9396,9279,4996,860,3902,901,9280,5001,8885,7963,,,8312,4123,,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b0f,3296,337 927 0313,Alfenas,BR,2017-5-1,2025-4-10,active,3296,2685,7018,,,,,,,,,,,,,2023,5588,,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b10,3297,316 133 4871,Gaya,NG,2008-7-11,2029-6-1,undercover,3297,9836,7398,4244,,,,,,,,,,,,199,4773,6325,7003,5487,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b11,3117,823 349 5399,Blagoevgrad,BG,2018-12-24,2023-3-29,completed,3117,9208,3339,4484,2126,3418,9871,9934,,,,,,,,8141,9683,6634,2239,2372,1658,4090,4714,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b12,3301,298 627 1746,Fullerton,US,2008-12-3,2029-9-27,under review,3301,4735,693,,,,,,,,,,,,,989,6395,749,7488,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b13,3302,927 661 5441,Nawu,CN,2023-5-14,2026-1-12,completed,3302,8537,4178,724,791,3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b14,3120,875 935 1352,Miaotang,CN,2011-2-23,2016-5-13,completed,3120,,,,,,,,,,,,,,,5169,4468,5801,1762,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b15,3305,665 942 6694,Koba,ID,2007-2-19,2030-11-28,active,3305,7188,5870,,,,,,,,,,,,,4379,8262,,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b16,3306,745 256 0053,Rzeczenica,PL,2014-11-6,2025-11-16,ongoing,3306,5759,6497,,,,,,,,,,,,,278,8521,4783,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b17,3308,312 781 4858,Guintubhan,PH,2016-7-12,2029-10-10,covert action,3308,3998,6782,,,,,,,,,,,,,1632,2579,7097,2297,9533,6510,3156,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b18,3126,356 897 6804,Nianpan,CN,2013-8-18,2015-12-1,completed,3126,874,2299,,,,,,,,,,,,,6021,6658,9705,989,1264,912,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b19,3311,942 632 9862,Pohrebyshche,UA,2010-9-25,2027-8-2,active,3311,4487,9507,990,9609,4240,8535,4921,6059,9822,,,,,,1361,6450,,,,,,,,,,,,,,,,,,,,,,,
6618a762216a4bb1719b5b1a,3312,208 169 8958,Fullerton,US,2006-12-15,2025-1-17,high priority,3312,7705,1179,291,5680,534,,,,,,,,,,3817,,,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b1b,3313,252 482 2803,Jilong,CN,2010-12-12,2030-4-11,interception,3313,266,5411,4295,2291,,,,,,,,,,,8275,2505,5869,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b1c,3127,944 727 5747,Colombes,FR,2007-6-19,2019-6-26,completed,3127,3068,2169,8621,3823,,,,,,,,,,,5239,107,2145,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b1d,3128,957 989 1513,Sogamoso,CO,2020-9-12,2022-7-13,completed,3128,3920,1565,5871,,,,,,,,,,,,623,5761,1035,8936,562,7729,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b1e,3317,942 738 3975,Mranggen,ID,2013-6-14,2030-4-23,reconnaissance,3317,2208,3030,1090,7613,,,,,,,,,,,3827,2426,6675,1194,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b1f,3318,325 421 2129,Miaotang,CN,2015-12-5,2033-8-9,extraction,3318,2652,1223,5646,5423,6818,,,,,,,,,,3267,4977,,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b20,3320,791 498 6287,San Francisco,PH,2013-3-29,2025-1-7,under review,3320,7066,5110,3462,6547,,,,,,,,,,,6571,,,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b21,3135,425 691 1699,Ivanteyevka,RU,2013-9-25,2022-11-11,completed,3135,7189,8201,3430,119,,,,,,,,,,,9573,3290,3149,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b22,3322,810 452 6360,Detroit,US,2016-6-25,2027-6-17,high priority,3322,9966,611,7410,3046,,,,,,,,,,,1697,5328,1317,130,3090,3491,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b23,3143,352 635 0700,Yinying,CN,2006-10-13,2018-9-11,completed,3143,641,3764,7120,1155,8147,7443,,,,,,,,,1843,2870,175,9177,6211,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b24,3326,640 272 7616,Fullerton,US,2021-6-16,2027-10-3,cancelled,3326,6235,,,,,,,,,,,,,,735,9065,4647,1738,4460,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b25,3148,721 667 5332,Sindangsari,ID,2011-2-20,2013-6-28,completed,3148,4696,390,9931,9917,3462,,,,,,,,,,264,1989,3534,1863,6138,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b26,3149,361 885 8031,Rio das Pedras,BR,2005-3-8,2009-7-9,completed,3149,1906,4873,,,,,,,,,,,,,7052,3822,4941,1534,1466,1440,7944,6889,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b27,3332,333 616 5004,Las Palmas,MX,2023-9-11,2034-2-1,infiltration,3332,6914,9002,5440,,,,,,,,,,,,4706,1240,,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b28,3333,180 834 3394,Fullerton,US,2010-5-20,2030-4-12,delayed,3333,4575,6822,7689,6361,,,,,,,,,,,5314,5658,4486,4275,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b29,3334,350 830 7170,Fullerton,US,2019-7-10,2034-7-22,counterintelligence,3334,2059,6060,3857,9118,7722,4963,,,,,,,,,1767,9414,,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b2a,3152,632 707 0343,Itapecerica,BR,2012-3-18,2012-5-18,completed,3152,3870,,,,,,,,,,,,,,8615,8727,,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b2b,3156,568 176 1941,Miliangju,CN,2007-4-15,2015-10-10,completed,3156,9877,8050,7577,711,5327,7893,,,,,,,,,1281,6141,5831,787,5479,4237,1198,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b2c,3339,775 477 1211,Lue Amnat,TH,2010-2-21,2027-7-23,under review,3339,9815,7181,,,,,,,,,,,,,8640,8986,803,2237,4715,5987,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b2d,3160,831 899 3534,Babakankiray,ID,2013-5-24,2019-7-19,completed,3160,7785,500,7724,9250,7779,938,8709,8304,,,,,,,7695,5853,2281,,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b2e,3343,333 838 3041,Shiquanhe,CN,2018-1-6,2031-5-22,covert,3343,8345,2514,,,,,,,,,,,,,7394,1943,7543,1846,2378,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b2f,3164,696 192 7864,Esquipulas,CR,2016-7-13,2020-10-12,completed,3164,9736,6804,5866,9738,2832,1417,,,,,,,,,353,4534,7935,6281,5093,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b30,3165,174 735 2224,Nova Odessa,BR,2014-12-2,2020-12-29,completed,3165,4587,687,6568,219,2868,2792,5505,,,,,,,,9155,620,8901,9604,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b31,3348,849 837 0604,Xiaosong,CN,2009-9-18,2031-11-6,interception,3348,8310,5219,2394,9049,526,3330,,,,,,,,,5561,6082,2895,15,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b32,3167,341 174 9142,Brive-la-Gaillarde,FR,2007-9-6,2019-7-21,completed,3167,1347,2079,9713,9168,,,,,,,,,,,8540,5067,8315,6275,,,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b33,3350,534 293 6851,Lucas,BR,2005-3-31,2032-11-13,under review,3350,181,5592,2410,3030,8896,420,,,,,,,,,3694,8291,1981,6526,5180,6927,,,,,,,,,,,,,,,,,,,
6618a763216a4bb1719b5b34,3351,572 751 9990,Erping,CN,2023-2-1,2027-4-13,completed,3351,5071,5571,,,,,,,,,,,,,5168,4310,9711,8243,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b35,3176,249 830 7848,Dakoro,NE,2011-10-14,2012-2-22,completed,3176,4233,396,,,,,,,,,,,,,5818,9009,7154,6959,6391,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b36,3177,511 675 4114,Fullerton,US,2006-2-28,2012-10-15,completed,3177,5213,405,7478,596,6668,,,,,,,,,,1298,8183,5970,,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b37,3356,433 158 9358,Probolinggo,ID,2013-8-5,2025-3-17,undercover,3356,325,4344,3463,,,,,,,,,,,,2921,6130,2790,7128,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b38,3359,943 581 7561,Kota Bharu,MY,2009-5-27,2025-12-2,surveillance,3359,6122,1297,8573,9311,2738,,,,,,,,,,2777,8292,6349,,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b39,3360,374 399 2332,Iwo,US,2018-8-11,2030-7-5,active,3360,8947,9016,7687,6936,,,,,,,,,,,7185,2587,,,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b3a,3362,135 238 9881,Novo Cruzeiro,BR,2014-1-30,2026-8-3,interception,3362,3927,3213,3457,4077,9578,6493,4285,,,,,,,,980,6279,1428,9088,1116,1572,8787,2917,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b3b,3178,274 837 3602,Fullerton,US,2009-11-19,2015-11-4,completed,3178,8592,1625,2716,6653,5140,8728,2462,,,,,,,,8579,1238,9123,4916,1705,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b3c,3365,665 876 1766,Iwo,US,2011-11-3,2030-8-3,surveillance,3365,2472,768,5278,,,,,,,,,,,,4407,8226,7603,7317,9149,9191,3918,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b3d,3180,523 717 3117,Fullerton,US,2019-2-26,2019-10-2,completed,3180,8266,1519,,,,,,,,,,,,,903,5478,3674,4621,8174,9553,1114,1472,2140,8670,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b3e,3367,365 959 0381,Novocherkassk,RU,2018-3-16,2025-5-29,undercover,3367,7363,8918,5211,,,,,,,,,,,,9177,4964,5731,424,5973,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b3f,3185,419 464 6454,Toledo,US,2010-1-14,2016-11-23,completed,3185,4758,5503,8251,4845,,,,,,,,,,,8137,4493,,,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b40,3187,628 470 5377,Wincrange,LU,2009-9-25,2018-9-19,completed,3187,7596,2022,8708,8960,9234,8381,,,,,,,,,6216,502,7039,,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b41,3191,666 752 9295,Kryvyy Rih,UA,2013-5-9,2016-6-7,completed,3191,8883,6120,2778,5261,,,,,,,,,,,6863,1702,7997,7475,8086,4705,8988,6974,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b42,3372,429 547 5578,Cafayate,AR,2017-5-28,2026-11-21,delayed,3372,2793,6545,4982,5335,,,,,,,,,,,8833,6087,3010,393,1440,4781,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b43,3373,306 128 5514,Lameiro,PT,2008-5-28,2025-8-14,counterintelligence,3373,4759,2689,7798,,,,,,,,,,,,1048,3157,4581,3335,3011,9235,1017,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b44,3193,119 536 4056,Puerto BerrÃ­o,CO,2015-4-30,2019-9-18,completed,3193,6184,2876,6224,4350,,,,,,,,,,,5759,435,3559,,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b45,3376,753 185 7866,Santa Cruz da Graciosa,PT,2010-8-2,2033-7-19,rescue,3376,,,,,,,,,,,,,,,979,4380,6826,4958,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b46,3377,717 823 8782,Harrisburg,US,2020-12-24,2034-11-30,interception,3377,4272,8024,2779,3896,,,,,,,,,,,1033,846,5760,1178,2430,6395,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b47,3378,828 535 1742,Vyselki,RU,2007-10-22,2031-6-27,infiltration,3378,8514,9275,3204,1583,,,,,,,,,,,4696,2760,4808,973,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b48,3194,205 654 3150,Sinisian,PH,2011-9-9,2017-5-20,completed,3194,8056,8821,655,,,,,,,,,,,,5929,1048,1521,2063,6610,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b49,3381,403 625 0801,Baisha,CN,2017-10-7,2034-1-13,delayed,3381,6545,7463,4803,8697,3170,5943,1130,2073,,,,,,,9626,2520,,,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b4a,3200,392 511 8433,Melbourne,AU,2012-8-2,2015-11-3,completed,3200,7420,,,,,,,,,,,,,,1380,8833,,,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b4b,3207,904 145 5288,Guanghai,CN,2006-1-26,2023-8-8,completed,3207,9791,3588,3330,,,,,,,,,,,,1177,7583,6818,1887,2771,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b4c,3385,798 191 1159,lapanow,PL,2012-4-27,2034-10-16,rescue,3385,3617,8341,5634,,,,,,,,,,,,8975,7377,6383,8793,,,,,,,,,,,,,,,,,,,,,
6618a764216a4bb1719b5b4d,3386,173 767 2512,Sunan,KP,2007-9-22,2025-7-8,high priority,3386,491,5020,3748,5254,7101,,,,,,,,,,9201,8654,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b4e,3209,713 655 9974,Houston,US,2007-2-3,2021-11-29,completed,3209,4886,6369,358,4074,922,,,,,,,,,,9815,3826,8597,9326,6281,4803,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b4f,3388,982 248 7177,Iwo,US,2021-11-4,2029-2-20,interception,3388,3400,7773,3704,4129,,,,,,,,,,,6601,,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b50,3391,251 255 3808,La Esmeralda,VE,2006-11-6,2027-12-17,rescue,3391,23,3191,6302,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b51,3212,904 774 0867,Jivia,PE,2005-9-7,2011-9-14,completed,3212,5663,6186,7260,771,3007,9798,9302,1716,2337,,,,,,6289,4069,4194,5806,691,2233,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b52,3213,241 892 2887,Tanjung Palas,ID,2014-2-21,2020-4-18,completed,3213,4735,485,6729,6359,,,,,,,,,,,2387,6957,7315,7051,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b53,3398,172 296 2837,Wates,ID,2018-9-13,2029-11-30,ongoing,3398,8704,9674,3046,6222,8932,8107,,,,,,,,,6787,4072,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b54,3216,178 511 2110,Cibatuireng,ID,2007-4-8,2013-12-24,completed,3216,6017,8789,,,,,,,,,,,,,9562,2468,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b55,3404,628 926 4610,Airuk,MH,2021-10-22,2031-8-25,delayed,3404,5333,,,,,,,,,,,,,,9442,7960,7682,9992,8812,5514,9504,5027,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b56,3406,601 894 1649,Nangxian,CN,2011-3-31,2027-7-11,compromised,3406,7525,6919,,,,,,,,,,,,,8079,6477,4031,4124,6809,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b57,3408,518 840 9427,Manaoag,PH,2021-1-10,2033-10-13,surveillance,3408,4492,410,,,,,,,,,,,,,3240,9042,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b58,3409,593 562 4285,Bogorame,ID,2009-11-29,2027-3-31,undercover surveillance,3409,5067,7455,7976,7373,8123,2531,3030,5821,,,,,,,7847,720,1580,4992,2141,8123,3340,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b59,3410,846 421 8038,Dahu,ID,2020-1-5,2034-10-17,extraction,3410,3785,6338,4848,9746,4909,,,,,,,,,,65,2076,5881,5858,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b5a,3411,125 813 5154,Valday,RU,2017-7-29,2033-4-28,extraction,3411,5266,2659,5031,,,,,,,,,,,,1610,,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b5b,3218,895 729 6013,Shangyi,CN,2009-11-12,2014-2-16,completed,3218,3245,4777,9202,,,,,,,,,,,,2839,6607,4885,5750,3552,7931,7430,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b5c,3221,254 322 4189,Oulad Frej,MA,2009-11-16,2011-12-11,completed,3221,2685,39,7712,,,,,,,,,,,,4414,54,2927,5196,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b5d,3417,776 144 5668,Guariba,BR,2021-12-25,2024-9-24,undercover surveillance,3417,554,,,,,,,,,,,,,,2766,5502,7889,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b5e,3419,768 414 5192,Chapadinha,BR,2007-10-4,2027-7-5,cancelled,3419,4039,363,4465,2327,1791,5700,1402,,,,,,,,8680,5567,3900,8364,896,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b5f,3420,803 682 0461,Taranovskoye,KZ,2016-4-25,2026-8-4,counterintelligence,3420,1122,1200,9247,5676,5081,1129,,,,,,,,,4259,4501,2495,5935,3426,2163,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b60,3421,260 834 6096,Fort Wayne,US,2008-5-12,2034-8-27,extraction,3421,2209,7497,1211,3002,981,8638,,,,,,,,,2070,1986,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b61,3422,393 996 8876,Hongguang,CN,2005-2-2,2030-12-13,high priority,3422,9750,556,2164,4079,9782,,,,,,,,,,9428,,,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b62,3224,179 716 6486,Susaki,JP,2011-5-18,2012-8-17,completed,3224,3391,458,2880,1210,7487,6191,,,,,,,,,5908,974,2644,,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b63,3426,163 623 9545,Krajan Karanganyar,ID,2019-12-22,2029-4-2,rescue,3426,4424,,,,,,,,,,,,,,6015,2981,2676,2202,3084,8482,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b64,3427,136 927 4376,Hurghada,EG,2016-12-2,2025-9-16,undercover,3427,1255,7854,2457,6387,5796,,,,,,,,,,4653,3812,1376,7226,2060,5036,1338,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b65,3428,617 195 8975,Mangli,ID,2016-9-15,2025-6-3,compromised,3428,2585,4531,3547,6106,,,,,,,,,,,7660,859,458,8133,,,,,,,,,,,,,,,,,,,,,
6618a765216a4bb1719b5b66,3429,228 725 5161,Iwo,US,2014-12-21,2033-11-4,undercover surveillance,3429,2839,4833,,,,,,,,,,,,,7898,8035,,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b67,3228,514 920 8435,Nueva Guinea,NI,2012-5-11,2023-6-18,completed,3228,4981,5372,3618,8073,4291,2495,,,,,,,,,3350,2048,7636,6743,8289,8932,450,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b68,3231,782 885 5395,Fullerton,US,2011-7-9,2014-1-22,completed,3231,4791,7228,,,,,,,,,,,,,3144,2594,4053,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b69,3235,669 886 4925,Petersfield,JM,2010-6-27,2010-7-18,completed,3235,,,,,,,,,,,,,,,8539,4684,6013,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b6a,3243,909 966 4864,Paris 19,FR,2011-8-13,2012-9-7,completed,3243,2139,1348,9995,5000,400,1178,,,,,,,,,6595,801,4045,1967,1795,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b6b,3434,238 752 0884,Summerland,CA,2007-11-9,2028-5-13,covert,3434,3765,3987,4568,6012,1282,,,,,,,,,,6937,1580,8394,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b6c,3435,390 177 1597,Kipit,PH,2020-2-10,2025-3-14,under review,3435,304,1785,2644,8255,3283,,,,,,,,,,6535,9118,7012,1347,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b6d,3249,522 291 7510,Fullerton,US,2016-5-16,2023-8-28,completed,3249,2138,8633,,,,,,,,,,,,,2106,8425,9480,5208,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b6e,3437,526 841 4783,Bolian,CN,2021-10-3,2025-11-5,undercover surveillance,3437,6328,3193,3390,7036,,,,,,,,,,,7883,1834,7602,82,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b6f,3438,216 626 4624,Versailles,FR,2021-3-20,2030-6-12,covert action,3438,7367,79,3506,5518,,,,,,,,,,,2457,2725,8865,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b70,3250,235 952 2276,Regla,CU,2018-6-23,2020-3-20,completed,3250,4061,8436,9020,1595,1165,,,,,,,,,,8746,9214,,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b71,3251,248 996 7757,Jiujianfang,CN,2019-12-30,2021-7-24,completed,3251,1822,7100,5402,,,,,,,,,,,,2409,7919,4388,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b72,3442,414 850 8141,Port Sudan,SD,2017-9-12,2028-1-14,surveillance,3442,1974,2575,834,,,,,,,,,,,,663,,,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b73,3252,122 998 9955,Zhouling,CN,2017-11-18,2018-3-4,completed,3252,1733,7064,5595,295,,,,,,,,,,,8263,1850,8785,3597,7175,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b74,3253,471 463 2276,Shuakhevi,GE,2008-1-22,2014-4-15,completed,3253,9359,6866,186,4709,,,,,,,,,,,6994,1389,6640,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b75,3445,203 860 2973,Ul,PT,2007-2-28,2031-9-14,interception,3445,3087,4852,648,1248,9446,1987,,,,,,,,,9346,5704,6004,544,358,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b76,3262,254 741 5031,Kibondo,TZ,2008-9-2,2009-1-18,completed,3262,4655,5765,3041,9818,872,8735,,,,,,,,,888,7571,,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b77,3453,640 207 1641,San Calixto,CO,2011-6-20,2025-6-29,ongoing,3453,9596,1656,228,6581,1314,4725,,,,,,,,,4631,,,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b78,3456,117 815 9479,Port Sudan,SD,2023-11-6,2031-8-10,ongoing,3456,7118,2377,,,,,,,,,,,,,6667,5461,,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b79,3458,699 593 0921,Montelimar,FR,2014-4-23,2028-2-13,covert,3458,5495,1306,6663,,,,,,,,,,,,2819,4839,4553,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b7a,3265,283 833 8129,Fullerton,US,2011-3-27,2019-4-24,completed,3265,7484,366,5392,2568,,,,,,,,,,,9205,901,2513,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b7b,3460,191 359 4306,Hexi,CN,2022-11-11,2034-6-9,delayed,3460,630,878,7998,5917,6709,8109,,,,,,,,,3331,1945,1860,4123,6833,4354,9148,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b7c,3266,946 338 0683,Richard-Toll,SN,2012-7-4,2022-8-29,completed,3266,547,3006,,,,,,,,,,,,,8804,,,,,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b7d,3267,385 257 4317,Karangjaladri,ID,2016-3-1,2020-11-25,completed,3267,2665,9603,9779,9391,8911,9508,,,,,,,,,8650,3206,3774,9395,9256,,,,,,,,,,,,,,,,,,,,
6618a766216a4bb1719b5b7e,3268,344 419 3044,Tiantang,CN,2008-8-4,2008-8-10,completed,3268,268,808,4006,8097,2623,,,,,,,,,,380,2590,6242,7971,,,,,,,,,,,,,,,,,,,,,
6618a767216a4bb1719b5b7f,3466,703 109 5084,Preserje pri Radomljah,SI,2014-1-12,2028-12-12,infiltration,3466,3218,,,,,,,,,,,,,,3810,284,8233,3920,,,,,,,,,,,,,,,,,,,,,
6618a767216a4bb1719b5b80,3469,232 675 8907,Port Sudan,SD,2005-8-30,2033-3-27,rescue,3469,7145,239,6274,8299,6807,7039,,,,,,,,,9560,8760,,,,,,,,,,,,,,,,,,,,,,,
6618a767216a4bb1719b5b81,3269,388 951 4631,Ninomiya,JP,2014-1-29,2014-2-18,completed,3269,2967,2478,3517,,,,,,,,,,,,1132,4966,8183,,,,,,,,,,,,,,,,,,,,,,
6618a767216a4bb1719b5b82,3471,141 218 5930,Wonodadi,ID,2017-8-6,2032-2-19,compromised,3471,7794,,,,,,,,,,,,,,997,169,9060,7750,,,,,,,,,,,,,,,,,,,,,
6618a767216a4bb1719b5b83,3270,597 989 3892,Guniushan,CN,2005-1-29,2006-12-5,completed,3270,6202,3604,2420,1172,,,,,,,,,,,391,6823,374,8069,8076,7461,,,,,,,,,,,,,,,,,,,
6618a767216a4bb1719b5b84,3473,482 853 9563,Emiliano Zapata,MX,2008-10-25,2033-12-23,active,3473,6120,8201,3703,8968,,,,,,,,,,,3692,7852,5115,8302,1623,,,,,,,,,,,,,,,,,,,,
