INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-07-25','2006-11-03','989 994 8328','Port Sudan','SD','active',1);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-03-20','2019-10-26','410 395 6885','Baltimore','US','under review',1447);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-04-05','2012-10-18','732 935 4777','Bromma','SE','extraction',1448);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-04-28','2031-04-07','862 354 5981','Bayt Qad','PS','reconnaissance',1449);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-05-06','2029-05-07','209 172 5122','Stockton','US','cancelled',1450);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-10-08','2024-11-13','989 549 4244','Pelem','iD','extraction',1451);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-11-20','2006-02-01','945 135 2584','Ternate','PH','undercover surveillance',1452);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-05-13','2009-10-06','301 117 2517','Makurdi','NG','surveillance',1453);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-12-26','2020-02-17','769 881 9355','Letlhakane','BW','compromised',1454);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-05-29','2031-06-28','961 851 4807','Hanggan','PH','reconnaissance',1455);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-09-26','2027-01-22','247 970 5886','Cabugao','PH','high priority',1456);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-10-06','2018-07-23','771 538 0310','Shihudang','CN','rescue',1457);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-08-20','2032-07-02','805 880 9639','Korczyna','PL','rescue',1458);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-12-28','2015-09-30','661 195 7989','Watublapi','iD','interception',1459);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-09-29','2031-06-24','512 792 4885','La Esperanza','PE','counterintelligence',1460);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-04-18','2008-03-27','165 431 8472','Soja','JP','completed',1461);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-05-07','2025-07-22','414 155 6461','Wuluo','CN','reconnaissance',1462);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-06-08','2020-06-25','750 629 2499','Lingyuan','CN','extraction',1463);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-10-07','2010-08-05','244 736 6599','Krasnokumskoye','RU','interception',1464);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-03-18','2018-06-18','420 640 2348','Ternopil','UA','cancelled',1465);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-03-24','2024-11-16','932 547 1223','Kimberley','CA','ongoing',1466);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-05-06','2027-05-13','943 752 4005','Paraty','BR','counterintelligence',1467);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-10-12','2032-02-20','741 291 3706','Lagoa Santa','BR','compromised',1468);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-06-06','2018-11-01','395 769 2469','Pimbalayan','PH','interception',1469);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-12-18','2029-06-25','829 145 1459','Nankeng','CN','under review',1470);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-05-13','2015-08-25','177 277 3425','Uritsk','RU','surveillance',1471);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-06-14','2012-04-16','506 774 0976','Bandarlampung','iD','covert action',1472);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-12-14','2020-07-29','544 801 6383','Tarqumya','PS','active',1473);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-04-05','2008-03-01','277 501 7327','Randegan','iD','infiltration',1474);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-06-26','2017-10-04','110 594 3997','Salinas','EC','infiltration',1475);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-12-16','2009-05-30','539 712 4308','ishii','JP','delayed',1476);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-12-14','2029-12-31','281 596 0701','Dopang','iD','infiltration',1477);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-12-19','2012-06-24','888 670 8039','Kisasa','TZ','reconnaissance',1478);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-06-05','2030-12-23','635 423 8598','Atyra','PY','under review',1479);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-02-23','2032-10-03','661 531 2185','Taby','SE','compromised',1480);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-01-08','2027-07-01','906 774 3801','Berlin','DE','undercover surveillance',1481);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-04-03','2033-08-16','597 780 7799','Kembang','iD','active',1482);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-10-15','2012-07-06','721 661 0844','Flandes','CO','delayed',1483);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-02-13','2006-03-15','785 749 3894','Gununggoong','iD','high priority',1484);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-12-27','2006-02-19','445 517 4943','Thi Tran Viet Lam','VN','extraction',1485);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-07-29','2008-11-24','828 502 2441','Shatoujiao','CN','under review',1486);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-02-12','2029-09-12','913 665 6932','Skorzec','PL','rescue',1487);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-02-09','2013-07-15','367 453 8586','Chaoyang','CN','extraction',1488);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-12-27','2034-06-15','430 701 9115','Kuybyshevskiy Zaton','RU','cancelled',1489);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-01-13','2034-02-02','718 257 8448','Birni N Konni','NE','reconnaissance',1490);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-05-26','2027-12-24','253 694 1133','Peristerona','CY','compromised',1491);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-01-12','2013-11-15','774 381 7145','Lanxi','CN','completed',1492);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-03-17','2023-11-06','560 356 5859','Himensulan','PH','under review',1493);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-06-22','2032-03-26','587 690 0105','Zwedru','LR','compromised',1494);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-12-25','2013-08-18','785 551 5359','Novomoskovsk','RU','compromised',1495);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-06-30','2012-06-05','856 718 9699','Saskylakh','RU','active',1496);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-08-06','2010-08-31','350 793 4988','Ar Ramadin','PS','cancelled',1497);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-04-21','2018-05-25','613 181 5075','Shanghuang','CN','rescue',1498);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-04-18','2023-11-27','658 789 8819','evry','FR','infiltration',1499);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-07','2021-01-06','800 842 4573','Vrede','ZA','undercover surveillance',1500);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-03-27','2012-03-05','162 104 2354','Katy Wroclawskie','PL','high priority',1501);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-12-14','2007-10-11','960 982 9700','Maba','CN','interception',1502);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-07-26','2029-05-13','551 112 7593','Rakai','UG','counterintelligence',1503);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-10-12','2030-02-04','725 552 8929','Abu Ghaush','iL','extraction',1504);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-06-08','2013-05-24','601 802 5493','De la Paz','PH','ongoing',1505);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-01-13','2029-04-24','617 448 1051','Newton','US','covert',1506);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-07-26','2022-02-14','546 820 0597','Sobral','BR','high priority',1507);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-01-20','2030-03-01','477 742 9023','Ronneby','SE','cancelled',1508);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-11-25','2019-01-07','957 487 6784','Bukovany','CZ','covert',1509);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-03-04','2012-02-15','277 736 9860','El Pao','VE','compromised',1510);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-10-28','2011-12-12','832 774 0963','Muruni','iD','compromised',1511);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-03-06','2027-11-27','921 532 9182','Qachas Nek','LS','completed',1512);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-04-20','2030-07-03','154 365 8602','Bor','SS','completed',1513);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-05-22','2006-03-04','744 209 0129','Leluo','CN','high priority',1514);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-11-14','2027-11-20','979 514 3806','Parrita','CR','active',1515);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-02-21','2031-09-30','515 331 2437','Aborlan','PH','active',1516);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-07-03','2032-02-12','339 353 1410','Barusuda','iD','reconnaissance',1517);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-06-05','2032-05-06','915 334 8169','Maco','PH','interception',1518);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-12-25','2034-03-26','791 654 2466','Ringin Kembar','iD','covert action',1519);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-07-15','2031-10-14','468 247 2098','Malka','JO','active',1520);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-08-31','2029-01-19','448 716 5983','Duang','iD','extraction',1521);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-11-12','2031-10-27','551 361 1957','Dimiao','PH','counterintelligence',1522);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-03-06','2027-12-11','766 210 0057','Mecholupy','CZ','compromised',1523);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-06-08','2015-08-19','887 446 1713','Johor Bahru','MY','high priority',1524);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-04-29','2034-05-01','315 731 9325','Castelo','PT','undercover',1525);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-06-10','2016-06-03','480 357 9630','Molochnoye','RU','covert action',1526);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-03-03','2012-02-05','406 492 2855','Polanczyk','PL','delayed',1527);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-09-11','2031-04-23','447 729 1633','Xishaqiao','CN','cancelled',1528);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-05-12','2030-10-09','649 589 7099','Dubu','CN','infiltration',1529);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-08-29','2027-07-09','362 996 9164','Jiaozuo','CN','counterintelligence',1530);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-04-07','2019-09-11','111 960 2589','Mekarsari','iD','completed',1531);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-02-06','2024-01-12','182 977 9918','Debar','MK','covert action',1532);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-22','2007-11-27','150 928 5153','M̻ Linh','VN','active',1533);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-08-06','2021-01-03','201 151 5581','San Rafael Oriente','SV','high priority',1534);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-11-25','2033-02-03','837 149 5397','Hrvatini','Si','delayed',1535);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-10-03','2026-06-05','265 242 0247','Goundi','TD','covert',1536);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-01-13','2011-08-29','589 563 3337','Tanakawu Dua','iD','interception',1537);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-09-15','2007-12-26','184 703 7711','San Fernando de Atabapo','VE','cancelled',1538);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-11-17','2019-01-04','535 336 3525','Rostokino','RU','ongoing',1539);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-07-14','2011-04-19','210 498 5754','San Antonio','US','delayed',1540);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-03-13','2008-10-28','349 914 7081','Wangmeng','CN','undercover',1541);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-12-18','2009-03-29','336 845 5848','Trabki','PL','covert',1542);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-04-04','2006-09-07','102 890 1558','Duc Phong','VN','completed',1543);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-10-24','2022-01-02','652 937 8592','Hunkuyi','NG','undercover surveillance',1544);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-06-24','2028-04-28','300 754 9792','indulang','PH','undercover surveillance',1545);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-05-10','2032-04-24','457 514 1078','Janas','PT','reconnaissance',1546);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-22','2011-04-02','693 471 1512','Kostopil','UA','reconnaissance',1547);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-01-20','2009-05-31','714 789 6139','Los Angeles','US','rescue',1548);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-07-11','2007-04-04','257 569 0281','Uruzgan','AF','compromised',1549);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-10-30','2010-06-15','166 893 7682','Huangshapu','CN','counterintelligence',1550);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-10-31','2026-07-07','209 133 6183','Debre Markos','ET','ongoing',1551);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-03-12','2012-04-17','921 321 5367','Castries','LC','active',1552);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-12-29','2032-11-06','620 122 8330','Yiqi','CN','interception',1553);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-02-15','2020-03-19','872 110 5715','Tugusirna','iD','extraction',1554);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-12-18','2018-02-10','690 824 9832','Sterlitamak','RU','reconnaissance',1555);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-04-19','2034-02-06','789 860 6305','Borok','RU','under review',1556);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-02-22','2011-05-13','857 952 9758','Krasne','UA','undercover',1557);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-06-17','2029-05-25','243 202 6075','Zhujiang','CN','under review',1558);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-01-09','2028-06-24','717 985 4435','Pamoyanan','iD','undercover surveillance',1559);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-09-19','2010-11-28','522 918 5547','Grenoble','FR','extraction',1560);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-02-05','2008-01-21','358 329 2453','Dangmu','CN','undercover',1561);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-03-28','2025-02-09','259 822 9705','Obando','CO','active',1562);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-08-22','2018-09-18','710 551 9317','Xinye','CN','covert action',1563);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-01','2014-02-10','420 499 1843','Paraty','BR','compromised',1564);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-12-03','2015-01-24','550 106 2860','Ramsar','iR','surveillance',1565);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-10-27','2027-04-02','639 207 7439','Pong','TH','ongoing',1566);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-08-13','2024-01-01','843 228 3076','cortanovci','RS','rescue',1567);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-06-08','2027-03-11','410 252 1365','Pesagen','iD','interception',1568);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-03-28','2034-09-08','829 613 7526','Ribeirao Preto','BR','compromised',1569);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-01-04','2034-06-26','382 844 0538','Prelog','HR','infiltration',1570);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-11-12','2031-12-29','883 706 1723','Senadan','iD','compromised',1571);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-06-25','2023-07-02','354 663 1139','Ubonratana','TH','surveillance',1572);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-04-13','2025-03-21','268 795 5617','Feondari','iD','compromised',1573);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-02-02','2010-07-02','617 818 4280','Waling','NP','counterintelligence',1574);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-11-23','2032-03-23','359 457 5405','Orel','RU','delayed',1575);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-08-25','2027-10-01','525 731 9299','Quintas','PT','under review',1576);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-08-25','2028-05-30','164 190 1777','Duenas','PH','compromised',1577);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-12-19','2022-08-28','243 497 2710','Koilas','GR','extraction',1578);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-09-14','2023-12-11','747 711 4140','Tan Ky','VN','cancelled',1579);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-03-24','2006-02-05','926 154 3661','Shirbin','EG','covert action',1580);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-03-02','2010-08-29','372 727 8767','Hannover','DE','interception',1581);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-02-16','2007-04-10','379 797 9728','Siao','TH','surveillance',1582);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-03-10','2035-01-02','612 632 9162','Xinan','CN','cancelled',1583);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-05-09','2014-05-26','493 383 9115','Luoshanchuan','CN','cancelled',1584);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-07-11','2023-07-31','653 466 8144','Kokstad','ZA','completed',1585);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-07-27','2008-05-24','945 587 9096','Stochov','CZ','reconnaissance',1586);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-09-14','2014-04-05','449 866 8641','Lautoka','FJ','compromised',1587);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-03-11','2029-02-09','793 923 7616','Sundsvall','SE','active',1588);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-12','2021-11-20','558 122 7151','ilangay','PH','infiltration',1589);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-06-29','2014-08-26','531 507 1026','Ballylinan','iE','ongoing',1590);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-13','2020-04-29','794 962 7000','La Garde','FR','high priority',1591);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-11-28','2034-06-03','840 925 5049','Tojeira','PT','undercover surveillance',1592);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-06-21','2014-03-23','198 179 6027','Xincheng Chengguanzhen','CN','high priority',1593);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-03-30','2028-04-23','767 561 3378','Veternik','RS','compromised',1594);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-09-02','2025-06-24','891 328 9120','El Porvenir','MX','high priority',1595);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-09-17','2006-10-06','533 671 6683','San Vicente','PH','rescue',1596);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-09-08','2015-05-30','117 587 0076','Katsikas','GR','surveillance',1597);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-07-02','2008-02-14','840 146 0437','Puke','AL','undercover surveillance',1598);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-05-02','2007-04-28','249 484 5157','Magdalena','PE','delayed',1599);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-01-01','2008-05-14','416 311 5553','Zouparria do Monte','PT','ongoing',1600);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-05-12','2021-09-19','699 932 7166','Canturay','PH','under review',1601);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-08-22','2009-10-18','646 399 2589','Xinning','CN','undercover',1602);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-03-28','2023-03-08','634 969 8924','Zurich','CH','infiltration',1603);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-08-18','2012-05-06','426 246 8735','Kouzhen','CN','cancelled',1604);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-06-10','2027-07-14','938 805 5136','Kaiyun','CN','undercover',1605);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-10-18','2017-06-07','970 924 5925','Jihuluntu Sumu','CN','delayed',1606);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-12-25','2014-10-23','242 706 2354','Hayang','KR','infiltration',1607);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-03-28','2017-09-01','312 368 0039','Kwaluseni','SZ','covert',1608);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-04-03','2025-10-06','181 412 0659','Quimili','AR','infiltration',1609);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-10-14','2018-04-29','370 399 8178','Bielice','PL','completed',1610);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-01-09','2009-10-04','974 531 7595','Strasbourg','FR','delayed',1611);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-05-04','2021-09-21','688 301 5182','Beaconsfield','CA','covert',1612);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-12-21','2006-02-04','242 153 4023','Jimaguayu','CU','ongoing',1613);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-05-21','2024-04-03','716 499 6146','Kemise','ET','extraction',1614);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-01-04','2031-05-08','331 355 8879','Orekhovo-Zuyevo','RU','infiltration',1615);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-02-02','2019-03-30','649 746 7084','Tsuma','JP','counterintelligence',1616);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-12-18','2016-08-02','540 595 0598','Mojoroto','iD','surveillance',1617);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-02-18','2008-09-01','656 772 1342','Duyun','CN','compromised',1618);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-04-03','2024-12-13','777 254 3731','Xinan','CN','infiltration',1619);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-04-23','2016-04-10','953 987 6978','Heping','CN','extraction',1620);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-04-17','2008-12-28','483 641 6111','Estombar','PT','reconnaissance',1621);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-02-29','2030-06-17','801 338 6460','Provo','US','undercover',1622);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-10-03','2034-07-02','328 708 0279','Tonggoh','iD','ongoing',1623);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-07-04','2007-01-14','573 259 1659','Taznakht','MA','extraction',1624);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-02-23','2034-02-16','208 239 0185','Anavra','GR','counterintelligence',1625);
